     667 N1,N1,0-TRIS(2-FLUORO-2,2-DINI  7C   6H  14O   7N   3F   0   -568 .0000]
+    668      TROETHYL)-CARBAMATE                                               ]
C    669 N2O4 (NTO NISC)                 2N   4O   0    0    0    0    -51 .0517]
     670 NAPHTHENIC TYPE OIL            73C 117H   0    0    0    0   -167 .0000]
     671 NAPTHALENE                     10C   8H   0    0    0    0    184 .0413]
     672 NF4BF4                          1B   1N   8F   0    0    0  -1640 .0853]
     673 NGA (CT)                      545C 946H 159O   0    0    0  -1088 .0379]
     674 NICKEL                          1NI  0    0    0    0    0      0 .3215]
     675 NICKEL CARBIDE                  3NI  1C   0    0    0    0     58 .2872]
     676 NICKEL CHLORIDE                 2CL  1NI  0    0    0    0   -580 .1280]
     677 NICKEL OXIDE                    1O   1NI  0    0    0    0   -782 .2708]
     678 NIELSEN COMPOUND               13C  26H   4N   0    0    0   -104 .0000]
     679 NITRATE                         5H   3N   3O   0    0    0   -932 .0000]
     680 NITRIC ACID  (GAS)              1H   1N   3O   0    0    0   -509 .0000]
C    681 NITRIC ACID  (LIQ)              1H   1N   3O   0    0    0   -658 .0542]
J    682 NITROAMINOGUANIDINE             1C   5H   5N   2O   0    0     45 .0000]
GJ   683 NITROCELLULOSE (12.6PERCENT N)755H 600C 245N 990O   0    0   -617 .0560]
     684 NITROETHANE                     2C   5H   1N   2O   0    0   -442 .0376]
     685 NITROGEN                        2N   0    0    0    0    0   -104 .0292]
     686 NITROGEN (GASEOUS)              2N   0    0    0    0    0      0 .0000]
     687 NITROGEN (LIQ)                  2N   0    0    0    0    0    -73 .0000]
     688 NITROGEN PENTOXIDE              2N   5O   0    0    0    0    -93 .0593]
     689 NITROGEN TETROXIDE (GASEOUS)    2N   4O   0    0    0    0     24 .0000]
C    690 NITROGEN TETROXIDE (LIQ.)       2N   4O   0    0    0    0      0 .0517]
C    691 NITROGEN TRIFLUORIDE (LIQ.)     3F   1N   0    0    0    0   -480 .0562]
     692 NITROGEN TRIFLUORIDE            3F   1N   0    0    0    0   -416 .0000]
IJ   693 NITROGLYCERIN                   3C   5H   3N   9O   0    0   -400 .0578]
IJ   694 NITROGUANIDINE                  1C   4H   4N   2O   0    0   -209 .0625]
IJ   695 NITROGUANYL AZIDE               1C   2H   6N   2O   0    0    548 .0000]
DJ   696 NITROMETHANE                    1C   3H   1N   2O   0    0   -443 .0000]
     697 NITRONITRAMINOPYRIDINIUMCLO4    5C   5H   1CL  4N   8O   0      7 .0650]
     698 NITRONIUM ALUMINUM PERCHLORAT   1AL  6CL  3N  30O   0    0   -160 .0000]
F    699 NITRONIUM PERCHLORATE           1CL  1N   6O   0    0    0     61 .0794]
     700 NITROPROPENE POLYMER            3C   5H   1N   2O   0    0   -353 .0000]
     701 NITROSOAMINE(N,N-DIMETHYL)      2C   6H   2N   1O   0    0     16 .0036]
G    702 NITROSOL BINDER               143H 105C  46N 164O   0    0   -476 .0515]
IJ   703 NITROSTARCH                    60C  75H 101O  25N   0    0   -613 .0000]
     704 NITROSYL FLUORIDE               1F   1N   1O   0    0    0   -324 .0000]
     705 NITROSYL PERCHLORATE            1CL  1N   5O   0    0    0   -284 .0783]
     706 NITROSYLTETRAFLUOROCHLORATE     1CL  4F   1N   1O   0    0   -489 .1029]
     707 NITROUREA                       1C   3H   3N   3O   0    0   -611 .0000]
     708 NITROUS OXIDE                   2N   1O   0    0    0    0    443 .0714]
     709 NITRYL FLUORIDE                 1F   1N   2O   0    0    0   -290 .0000]
     710 NITRYLTETRAFLUOROCHLORATE       1CL  4F   1N   2O   0    0   -305 .0000]
     711 NO2 (GAS)                       1N   2O   0    0    0    0    174 .0000]
     712 NONFUNCTIONAL POLYBUTADIENE     4C   6H   0    0    0    0     25 .0000]
     713 NONFUNCTIONAL POLYBUTADIENE     4C   6H   0    0    0    0     88 .0000]
     714 NORMAL HEPTANE                 16H   7C   0    0    0    0   -448 .0000]
I    715 NORMAL HEXYL CARBORANE          8C  24H  10B   0    0    0   -398 .0379]
     716 NOS 283                        54C 459H 307O 150N   0    0  -1570 .0531]
     717 NOS365                         58C 476H 320O 161N   0    0  -1421 .0560]
     718 NOSET-A                       326C 644H 401O 100N   0    0   -640 .0469]
     719 NQ                              1C   4H   4N   2O   0    0   -212 .0620]
     720 NWC-GAP-2(MW)                 114C 192H 112N  39O   0    0    250 .0467]
G    721 NYLON 6   POLYAMIDE             6C  11H   1O   1N   0    0    143 .0000]
G    722 NYLON 6/6 POLYAMIDE            12C  22H   2O   2N   0    0    231 .0000]
     723 O2/H2   (O/F =1 .6058)        889H 594O   0    0    0    0      0 .0000]
B    724 OCTANE                         18H   8C   0    0    0    0   -470 .0000]
     725 OLEIC ACID (VEGETABLE OIL)-HC- 34H  18C   2O   0    0    0   -723 .0323]
     726 OTTO II                       471C 876H 552O 155N   0    0   -696 .0452]
     727 OTTO II                       274C 526H 306O  94N   0    0   -696 .0452]
     728 OTTO II  GARY                 295C 565H 328O 100N   0    0   -526 .0448]
     729 OXALIC ACID                     2C   4O   2H   0    0    0  -2195 .0686]
     730 OXALIC ACID DIHYDRATE           2C   6O   6H   0    0    0  -2704 .0597]
I    731 OXAMID (B. LEE)                 4H   2C   2N   2O   0    0  -1376 .0602]
     732 OXSOL I                       370H 410O 100N  70CL  0    0  -1081 .0618]
     733 OXSOL II                      396H 404O 109N  65CL  0    0   -934 .0618]
C    734 OXYCHLORINE TRIFLUORIDE (LIQ.)  1O   3F   1CL  0    0    0   -371 .0686]
     735 OXYCHLORINE TRIFLUORIDE (GAS)   1O   3F   1CL  0    0    0   -360 .0669]
     736 OXYGEN (GAS)                    2O   0    0    0    0    0      0 .0000]
C    737 OXYGEN (LIQUID)                 2O   0    0    0    0    0    -97 .0412]
     738 OXYGEN DIFLUORIDE (GAS)         2F   1O   0    0    0    0    -81 .0000]
C    739 OXYGEN DIFLUORIDE (LIQUID)      2F   1O   0    0    0    0   -155 .0549]
     740 OZONE                           3O   0    0    0    0    0    631 .0523]
     741 P-QUINONEDIOXIME              434C 434H 145O 145N   0    0   -700 .0505]
     742 PAPI                          224C 155H  27O  27N   0    0   -202 .0448]
     743 PARAFFINIC OIL                 73C 124H   0    0    0    0   -367 .0000]
     744 PCDE                            2H   3C   2N   1O   2F   0   -198 .0549]
     745 PCL POLYMER    (O,NEILL)        9O  26C   1N  42H   0    0  -1278 .0419]
     746 PCP0240                       564C 999H 217O   0    0    0  -1393 .0395]
     747 PCP0301                       564C 999H 217O   0    0    0  -1393 .0396]
     748 PEG4000 (CARBOWAX)              2C   4H   1O   0    0    0  -1058 .0435]
     749 PENTABORANE  (GASEOUS)          5B   9H   0    0    0    0    237 .0231]
B    750 PENTABORANE  (LIQUID)           5B   9H   0    0    0    0    122 .0000]
     751 PENTAERITHRITOL                 5C  12H   4O   0    0    0  -1609 .0523]
FJ   752 PENTAERYTHRITOL TETRANITRATE    5C   8H   4N  12O   0    0   -401 .0640]
     753 PENTAKIS(HYDRAZINE)DECABORANE  10B  34H  10N   0    0    0     40 .0000]
     754 PERCHLORIC ACID (ANHYDROUS)     1CL  1H   4O   0    0    0   -110 .0639]
C    755 PERCHLORYL FLUORIDE (CLO3F)     1CL  1F   3O   0    0    0    -50 .0000]
     756 PERFLUORO METHACRYLATE          6H   8C   2O   8F   0    0  -1800 .0650]
     757 PERFLUOROFORMAMIDINE (PFF)      1C   4F   2N   0    0    0   -290 .0000]
     758 PERFLUOROGUANIDINE (PFG) (GAS)  1C   5F   3N   0    0    0    162 .0000]
C    759 PERFLUOROGUANIDINE (PFG) (LIQ)  1C   5F   3N   0    0    0    127 .0000]
     760 PERFLUOROPIPERIDINE             5C  11F   1N   0    0    0  -1703 .0000]
     761 PERFLUOROPIPERIDINE             5C  11F   1N   0    0    0  -1728 .0625]
J    762 PETRIN                          9H   5C   3N  10O   0    0   -513 .0557]
     763 PETROLATUM(TECHNICAL)          71C 131H   0    0    0    0   -325 .0000]
     764 PETROLEUM JELLY                72C 130H   0    0    0    0   -161 .0000]
     765 PHENOXY                        98H 104C  26N  75O   0    0    271 .0565]
     766 PHENYL AZIDE                    6C   5H   3N   0    0    0    694 .0393]
     767 PHOSPHITED POLYALKYLPOLYPHENOL 67C 109H   4O   0N   0    0   -388 .0000]
     768 PHOSPHORUS (RED)                1P   0    0    0    0    0   -136 .0794]
     769 PLASTICIZER(ESTER OF FAT ACID) 64C 128H   6O   0    0    0   -615 .0000]
G    770 PLASTISOL NITROCELLULOSE      755H 600C 245N 990O   0    0   -586 .0599]
     771 PLEXIGLASS                      8H   5C   2O   0    0    0   -906 .0426]
     772 PNC                           755H 600C 245N 990O   0    0   -586 .0599]
     773 POLY 3 FLORO 3 NITRO OXETANE   48C  66H  49O  16N  16F   0   -938 .0000]
     774 POLY GLYCIDYL NITRIDE           3C   5H   4O   1N   0    0   -546 .0534]
     775 POLY-1,4-BUTYLENE GLYCOL       54C 110H  15O   0    0    0   -781 .0000]
     776 POLYACRYLAMIDE                  3C   5H   1N   1O   0    0  -1590 .0000]
G    777 POLYACRYLONITRILE               3H   3C   1N   0    0    0     74 .0398]
     778 POLYAMINE COMPOSITE            30C 105H  25N   0    0    0   -316 .0342]
G    779 POLYBUTADIENE/ACRYLONITRILE CO653C 854H  19O  72N   0    0    314 .0000]
+    780      POLYMER                                                           ]
G    781 POLYBUTADIENE/ACRYLONITRILE CO654C 848H   4O  89N   0    0    156 .0000]
+    782      POLYMER                                                           ]
G    783 POLYBUTADIENE/ACRYLONITRILE CO664C 881H   8O  66N   0    0    138 .0000]
+    784      POLYMER                                                           ]
G    785 POLYBUTADIENE (SEE BUTAREZ)     6H   4C   0    0    0    0     55 .0364]
G    786 POLYBUTADIENE ACR A (THIOKOL) 999H 671C  19N  16O   0    0   -160 .0330]
G    787 POLYBUTADIENE ACRYLIC ACID    104H  70C   4O   0    0    0    -84 .0337]
     788 POLYBUTADIENE DIOL             73C 110H   5O   0    0    0     86 .0000]
     789 POLYBUTENE-6                   72C 141H   0    0    0    0   -315 .0000]
     790 POLYETHYLEN GLYCOL              2C   4H   1O   0    0    0  -1058 .0435]
     791 POLYETHYLENE                    2C   4H   0    0    0    0   -453 .0325]
     792 POLYETHYLENE (FILM)             2C   4H   0    0    0    0   -491 .0325]
     793 POLYETHYLENE (PELLETS)          2C   4H   0    0    0    0   -478 .0325]
     794 POLYETHYLENEAMMONIUM NITRATE  322C 827H 199O 151N   0    0   -675 .0000]
G    795 POLYETHYLENEHYDRAZINE (PEH)     2C   6H   2N   0    0    0      4 .0000]
     796 POLYGLYCERYL OLEATE           565C 851H 148O   0    0    0     10 .0000]
G    797 POLYMEG 1000                    4C   8H   1O   0    0    0   -874 .0355]
G    798 POLYMEG 2000                    4C   8H   1O   0    0    0   -874 .0354]
     799 POLYMERIZED FORMALDEHYDE        2H   1C   1O   0    0    0  -1343 .0509]
     800 POLYMETHYL VINYLTETRAZOLE       6H   4C   4N   0    0    0    470 .0462]
     801 POLYMETHYLENE POLYPHENYLISOCYA  8C   6H   1O   1N   0    0   -278 .0000]
+    802      NATE                                                              ]
     803 POLYOXYETHYLENE SORBITAN MONOL 50C 103H  19O   0    0    0  -1132 .0000]
+    804      LAURCITE                                                          ]
     805 POLYPROPYLENE FILM              3C   6H   0    0    0    0   -471 .0000]
G    806 POLYPROPYLENE GLYCOL           52C 108H  17O   0    0    0  -1088 .0361]
     807 POLYSTYRENE                     8C   8H   0    0    0    0    106 .0379]
G    808 POLYSULPHIDE  LP2             120C 242H  48O  48S   0    0   -589 .0458]
G    809 POLYTETRAFLUOROETHYLENE         2C   4F   0    0    0    0  -1952 .0834]
     810 POLYTETRAMETHYLENEETHER GLYCOL 54C 114H  15O   0    0    0   -516 .0000]
G    811 POLYURETHANE BINDER           987H 536C  12N 140O   0    0   -910 .0379]
     812 POLYVINYLPYRROLIDINE          520C 788H 109O  88N   0    0   -331 .0000]
     813 POTASSIUM                       1K   0    0    0    0    0      0 .0500]
     814 POTASSIUM AMALGAM               1K   1HG  0    0    0    0    -48 .0000]
     815 POTASSIUM AZIDE                 1K   3N   0    0    0    0     -5 .0736]
     816 POTASSIUM CARBONATE             1C   3O   2K   0    0    0  -1495 .0877]
     817 POTASSIUM CHLORIDE              1CL  1K   0    0    0    0  -1397 .0717]
     818 POTASSIUM FERRICYNANIDE         3K   1FE  6C   6N   0    0   -126 .0684]
     819 POTASSIUM HYDRIDE               1K   1H   0    0    0    0   -339 .0516]
     820 POTASSIUM IODATE (KIO3)         1K   1I   3O   0    0    0   -568 .1405]
FI   821 POTASSIUM NITRATE               1N   3O   1K   0    0    0  -1167 .0767]
FI   822 POTASSIUM PERCHLORATE (KCLO4)   1CL  1K   4O   0    0    0   -742 .0910]
     823 POTASSIUM PEROXIDE              2K   2O   0    0    0    0  -1071 .0000]
     824 POTASSIUM SULFATE               4O   1S   2K   0    0    0  -1966 .0962]
     825 POTASSIUM SULFIDE               2K   1S   0    0    0    0   -907 .0652]
     826 PP-4 (POLY N-METHYLNITRAMINE   46C  94H  22N  35O   0    0   -404 .0491]
+    827      GLYCIDYL ETHER)                                                   ]
B    828 PROPANE                         8H   3C   0    0    0    0   -591 .0000]
     829 PROPANE(1,1,1,3-TETRANITRO)     3C   4H   4N   8O   0    0   -172 .0000]
     830 PROPANE(1,1,1-TRINITRO)         3C   5H   3N   6O   0    0   -157 .0000]
     831 PROPANE(1,1-DINITRO) (GASEOUS)  3C   6H   2N   4O   0    0   -186 .0000]
     832 PROPANE(1,1-DINITRO) (LIQUID)   3C   6H   2N   4O   0    0   -297 .0455]
     833 PROPANE(1,2-BIS DIFLUOROAMINO)  3C   6H   4F   2N   0    0   -294 .0000]
     834 PROPANE(1,2-BIS DIFLUOROAMINO)  3C   6H   4F   2N   0    0   -349 .0000]
     835 PROPANE(1,3-DINITRO)            3C   6H   2N   4O   0    0   -399 .0489]
     836 PROPANE(1-NITRO)                3C   7H   1N   2O   0    0   -448 .0358]
     837 PROPANE(2,2-DINITRO)            3C   6H   2N   4O   0    0   -338 .0469]
     838 PROPANE(2-NITRO)                3C   7H   1N   2O   0    0   -491 .0355]
B    839 PROPYLENE                       3C   6H   0    0    0    0    116 .0000]
     840 PROPYLENE POLY GLYCOL DIACRYL 102H  54C  19O   0    0    0  -1000 .0379]
     841 PROPYNE                         3C   4H   0    0    0    0   1106 .0000]
H    842 PYROMELLITIC DIANHYDRIDE       10C   2H   6O   0    0    0  -1148 .0000]
     843 R-18                          624C 999H 374O   0    0    0  -1364 .0326]
     844 R45                           661C 999H   1N   9O   0    0     40 .0325]
G    845 R45 HTPB (UTC)                981H 654C   6O   0    0    0      5 .0336]
     846 R45M                          667C 999H   5O   0    0    0    -30 .0343]
FJ   847 RDX(HEXAHYDROTRINITROTRIAZINE)  3C   6H   6N   6O   0    0     66 .0656]
C    848 RED FUMING NITRIC ACID (14NO2)151H 165N 471O   0    0    0   -654 .0567]
 C   849 RED FUMING NITRIC ACID (20NO2) 85H 114N 314O   0    0    0   -544 .0567]
     850 RESORCINOL                      6H   6C   2O   0    0    0   -784 .0463]
     851 REX-1                           6C   8H   2F   8N  12O   0   -294 .0646]
B    852 RJ4(MIL-F-82522A,TH-DIMER)     20H  12C   0    0    0    0   -198 .0334]
B    853 RJ5 (SHELLDYNE-H)             184H 140C   0    0    0    0    107 .0390]
B    854 RP-1                            2H   1C   0    0    0    0  -1340 .0289]
B    855 RP-1 (RPL)                    195H 100C   0    0    0    0   -361 .0000]
     856 RUBIDIUM                        1RB  0    0    0    0    0      0 .0553]
     857 S-02                          141C 704H 352O 141N   0    0  -2397 .0542]
     858 S-06                          368C 884H 295O   0    0    0  -1145 .0523]
     859 SEA WATER                     998H 499O   3NA  1MG  5CL  0  -3792 .0361]
H    860 SHELL EPON 815                 21C  24H   4O   0    0    0   -327 .0409]
B    861 SHELLDYNE H(RJ5)              184H 140C   0    0    0    0    107 .0390]
     862 SHELLDYNE-BUTYLBENZENE (9-1)  991H 749C   0    0    0    0     84 .0382]
     863 SILICON (PURE CRYSTALINE)       1SI  0    0    0    0    0      0 .0874]
     864 SILICON DIOXIDE (PURE MOJAVE)   2O   1SI  0    0    0    0  -3418 .0759]
     865 SILICON TETRACHLORIDE           1SI  4CL  0    0    0    0   -901 .0535]
     866 SILICONE                        6H   2C   1O   1SI  0    0  -1820 .0361]
     867 SILVER IODATE                   3O   1I   1AG  0    0    0   -149 .2010]
     868 SILVER IODIDE                   1AG  1I   0    0    0    0    -64 .2049]
     869 SILVER METAL                    1AG  0    0    0    0    0      0 .3791]
     870 SILVER NITRATE                  1AG  1N   3O   0    0    0   -173 .1571]
     871 SILVER OXIDE                    2AG  1O   0    0    0    0    -32 .2581]
     872 SODIUM (PURE CRYSTALINE)        1NA  0    0    0    0    0      0 .0350]
     873 SODIUM ALUMINUM AMIDE           1AL  8H   4N   1NA  0    0  -1520 .0000]
     874 SODIUM AZIDE                    3N   1NA  0    0    0    0     80 .0668]
     875 SODIUM AZIDE +TEFLON (STOICH)   1C   6N   2F   2NA  0    0   -478 .0000]
     876 SODIUM BARBITURATE              3H   4C   2N   3O   1NA  0  -1393 .0793]
     877 SODIUM BOROHYDRIDE              1B   4H   1NA  0    0    0  -1206 .0390]
     878 SODIUM CARBONATE                1C   3O   2NA  0    0    0  -2550 .0915]
     879 SODIUM CHLORATE                 1NA  1CL  3O   0    0    0   -805 .0899]
     880 SODIUM CHLORIDE                 1NA  1CL  0    0    0    0  -1672 .0782]
     881 SODIUM FLUORIDE                 1F   1NA  0    0    0    0  -3245 .1008]
     882 SODIUM HYDRIDE                  1NA  1H   0    0    0    0   -571 .0504]
     883 SODIUM HYDROXIDE                1NA  1O   1H   0    0    0  -2548 .0769]
     884 SODIUM IODATE (AQ - DHSKIO3)    1NA  1I   3O   0    0    0   -535 .1544]
     885 SODIUM IODIDE                   1NA  1I   0    0    0    0   -459 .1324]
FI   886 SODIUM NITRATE                  1N   3O   1NA  0    0    0  -1312 .0816]
FI   887 SODIUM PERCHLORATE              4O   1NA  1CL  0    0    0   -750 .0000]
     888 SODIUM PEROXIDE                 2NA  2O   0    0    0    0  -1546 .1011]
     889 SODIUM POTASSIUM LIQ ALLOY      3K   1NA  0    0    0    0    -43 .0000]
     890 SODIUM THIOCYANATE              1NA  1C   1N   1S   0    0   -515 .0000]
     891 SORBITOL PENTANITRATE           6C   9H  16O   5N   0    0   -463 .0000]
     892 SPAN 85                        30H  15C   1O   0    0    0   -685 .0540]
     893 STABOXOL P                     13C  10H   2N   0    0    0    -41 .0379]
     894 STEAM                           2H   1O   0    0    0    0  -3208 .0000]
     895 STYRENE                         8H   8C   0    0    0    0     80 .0388]
     896 SUCCINIC ACID                   4C   6H   4O   0    0    0  -1900 .0567]
     897 SUCROSE (TABLE SUGAR)          22H  12C  11O   0    0    0  -1550 .0574]
     898 SULFUR                          1S   0    0    0    0    0      0 .0747]
     899 SULFUR (MONOCLINIC)             1S   0    0    0    0    0      2 .0708]
     900 SULFUR DIOXIDE                  1S   2O   0    0    0    0  -1108 .1057]
     901 SULFUR HEXAFLOURIDE             1S   6F   0    0    0    0  -1979 .0495]
     902 SULFUR TRIOXIDE                 1S   3O   0    0    0    0  -1307 .0993]
     903 SULFURIC ACID                   2H   1S   4O   0    0    0  -1977 .0662]
     904 SULPHUR                         1S   0    0    0    0    0      0 .0730]
     905 SYFO                           14H  11C   8N  10O  10F   0   -441 .0592]
     906 SYLGARD                         1SI  1O   6H   2C   0    0  -1860 .0000]
     907 TAGN                            1C   9H   7N   3O   0    0    -84 .0569]
     908 TAGN                            1C   9H   7N   3O   0    0    -69 .0556]
     909 TALC (DH EST FROM FORSTERITE)   4SI 11O   2H   3MG  0    0  -3470 .3470]
     910 TATB                            6C   6N   6O   6H   0    0   -143 .0698]
     911 TEDGN                           6C  12H   8O   2N   0    0   -645 .0480]
GI   912 TEFLON                          1C   2F   0    0    0    0  -1930 .0794]
     913 TEPA.NO3                        8C  28H  15O  10N   0    0   -605 .0592]
     914 TERACOL TE2000                111C 222H  37O   0    0    0  -1897 .0379]
     915 TETRACYANOCYCLOPROPANE1,1,2,2   7C   2H   4N   0    0    0   1007 .0495]
     916 TETRACYANOETHYLENE              6C   4N   0    0    0    0   1174 .0469]
     917 TETRAETHYL LEAD                20H   8C   1PB  0    0    0    161 .0599]
     918 TETRAETHYLAMMONIUM NITRATE      8C  20H   3O   2N   0    0   -600 .0000]
     919 TETRAETHYLPENTAMINEPERCHLORATE 28H   8C   5N  20O   5CL  0   -545 .0470]
C    920 TETRAFLUOROHYDRAZINE (N2F4)     4F   2N   0    0    0    0    -19 .0000]
     921 TETRAFORMALTRISAZINE            4C  12H   6N   0    0    0    583 .0472]
     922 TETRAHYDRONAPTHALENE           12H  10C   0    0    0    0    -13 .0354]
     923 TETRAKIS AMLY ACRYLATE (TAA)    8C  10H   8F   4N   2O   0   -396 .0530]
     924 TETRAKIS(DIFLUOROAMINO) (THF)   4C   4H   8F   4N   1O   0   -266 .0579]
     925 TETRAKIS(HYDRAZINE)DECABORANE  10B  30H   8N   0    0    0    -10 .0000]
     926 TETRAKISDIFLUOROAMINOMETHANE    1C   8F   4N   0    0    0     18 .0631]
     927 TETRALIN-DECALIN (70-30)      999H 726C   0    0    0    0   -135 .0342]
     928 TETRAMETHYL LEAD               12H   4C   1PB  0    0    0    202 .0721]
     929 TETRAMETHYLAMINOTRIBOROHYDRIDE  4C  20H   3B   1N   0    0   -293 .0000]
     930 TETRAMETHYLAMMONIUM NITRATE   293C 871H 220O 147N   0    0   -624 .0000]
     931 TETRAMETHYLAMMONIUMBITETRAZOLE  6C  13H   9N   0    0    0    118 .0488]
     932 TETRAMETHYLTRICYCLODECYLENEDIA 14C  26H   2N   0    0    0   -145 .0352]
     933 TETRANITRO DIFLUOROETHANE       2C   2F   4N   8O   0    0   -368 .0000]
     934 TETRANITROETHYLENEDIAMINE       2C   4H   6N   8O   0    0    198 .0632]
CD   935 TETRANITROMETHANE               1C   4N   8O   0    0    0     45 .0592]
     936 TETRAZOLE                       1C   2H   4N   0    0    0    809 .0000]
     937 TETRAZOLE PLASTICIZER           5C  10H   4N   1O   0    0    300 .0467]
     938 TETRAZOLE POLYURETHANE        999H 523C 133O 243N   0    0   -390 .0410]
     939 TETRAZOLE(2-METHYL-5-AMINO)     2C   5H   5N   0    0    0    500 .0000]
     940 TETRAZOLE(5,5-HYDRAZO)          2C   4H  10N   0    0    0    800 .0000]
     941 TETRAZOLE(5-AMINO)              1C   3H   5N   0    0    0    585 .0596]
     942 TETRAZOLE(5-CYANO)              2C   1H   5N   0    0    0   1010 .0000]
     943 TETRAZOLE(5-HYDROXY)            1C   2H   4N   1O   0    0    -17 .0000]
     944 TH-DIMER (RJ4)                 20H  12C   0    0    0    0   -198 .0334]
     945 THERMAX                         1C   0    0    0    0    0      0 .0704]
G    946 THIOKOL TP-H-3314 (NO FE)     760H 352O 231C 105N  68CL 18S  -735 .0549]
     947 THORIUM                         1TH  0    0    0    0    0      0 .4043]
     948 TIN (GREY)                      1SN  0    0    0    0    0      0 .2076]
E    949 TITANIUM                        1TI  0    0    0    0    0      0 .1626]
E    950 TITANIUM HYDRIDE                1TI  2H   0    0    0    0   -625 .1409]
     951 TITANIUM BORIDE                 2B   1TI  0    0    0    0  -1000 .1626]
     952 TITANIUM DIBORIDE               2B   1TI  0    0    0    0   -973 .1625]
     953 TITANIUM DIOXIDE                1TI  2O   0    0    0    0  -2551 .1528]
     954 TMETN                           5C   9H   3N   9O   0    0   -415 .0537]
     955 TMHN(TRIMETHYLHYDRAZINENITRATE  3C  11H   3N   3O   0    0   -554 .0484]
     956 TNENG                           3C   8O   5H   7N   0    0    -63 .0704]
     957 TNSD                            6C  10H   8O   8N   0    0     85 .0614]
     958 TNSU                            7C  12H   8O   8N   0    0     15 .0621]
     959 TNT PER ORD HANDBOOK)           7C   5H   3N   6O   0    0    -79 .0581]
J    960 TNT                             7C   3N   6O   5H   0    0     79 .0597]
     961 TNTAD                           6C  10H   8O   8N   0    0     54 .0650]
     962 TOLUENE DIAMINE                13H   7C   2N   0    0    0    -16 .0449]
GH   963 TOLUENE DIISOCYANATE            6H   9C   2N   2O   0    0   -855 .0000]
     964 TP-4040                        52C 108H  17O   0    0    0  -1089 .0361]
     965 TRANS-DIMETHYL-AZOTETRAZOLE     4C   6H  10N   0    0    0    975 .0000]
     966 TRIACETIN                      14H   9C   6O   0    0    0  -1334 .0419]
IJ   967 TRIAMINOGUANIDINE (TAG)         1C   8H   6N   0    0    0    553 .0563]
IJ   968 TRIAMINOGUANIDINE NITRATE TAGN  1C   9H   7N   3O   0    0    -69 .0555]
     969 TRIAMINOGUANIDINECYANOFORMATE   5C   9H   9N   0    0    0    603 .0516]
     970 TRIAMINOGUANIDINEDICYANAMIDE    3C   9H   9N   0    0    0    591 .0505]
IJ   971 TRIAMINOGUANIDINIUM AZIDE(TAZ)  1C   9H   9N   0    0    0    718 .0520]
     972 TRIAMINOGUANIDINIUM DECABOROHY  1C  26H  10B   8N   0    0    120 .0000]
     973 TRIAMINOGUANIDINIUM NONABOROHY  1C  23H   9B   6N   0    0    131 .0000]
     974 TRIAMINOGUANIDINIUM TRIBOROHYD  1C  17H   3B   6N   0    0    329 .0000]
     975 TRIAMINOMELAMINE                9H   3C   9N   0    0    0    550 .0589]
     976 TRIAZOETHANOL'2                 2C   5H   3N   1O   0    0    258 .0415]
     977 TRIBUTYRIN                     14C  26H   6O   0    0    0  -1084 .0373]
     978 TRICALCIUM PHOSPHATE            8O   3CA  2P   0    0    0  -3156 .0000]
     979 TRICYANO'3'BUTENE'1,1,1         7C   5H   3N   0    0    0    846 .0433]
     980 TRICYANO'3'BUTYNE'1,1,1         7C   3H   3N   0    0    0   1128 .0433]
     981 TRICYANOETHANE'1,1,1            5C   3H   3N   0    0    0    807 .0430]
     982 TRICYANOETHYLENE                5C   1H   3N   0    0    0   1019 .0433]
     983 TRICYANOTRIAZINE'S              6C   6N   0    0    0    0   1006 .0502]
     984 TRICYCLODECYLINEDIAMINE        10C  18H   2N   0    0    0   -173 .0390]
I    985 TRIETHYL CITRATE               12C  20H   7O   0    0    0  -1291 .0000]
     986 TRIETHYLAMINE (LIQUID)         15H   6C   1N   0    0    0   -667 .0000]
     987 TRIETHYLAMINE (GAS)             6C  15H   1N   0    0    0   -400 .0262]
     988 TRIETHYLENE GLYCOL DINITRATE    6C  12H   8O   2N   0    0   -654 .0000]
     989 TRIETHYLENEGLYCOLDINITRATE     12H   6C   2N   8O   0    0   -645 .0487]
     990 TRIFLUOROAMINE OXIDE            3F   1N   1O   0    0    0   -413 .0000]
     991 TRIFLUOROMETHYL HYPOFLUORITE    1C   4F   1O   0    0    0  -1733 .0000]
     992 TRIMETHYLAMINEBORANE            3C  12H   1B   1N   0    0   -468 .0296]
     993 TRIMETHYLAMMONIUM NITRATE       3C  10H   3O   2N   0    0   -678 .0000]
     994 TRIMETHYLENE ALANF              3C  12H   1AL  1N   0    0   -285 .0000]
     995 TRIMETHYLOLETHANETRINITRATE     9H   5C   3N   9O   0    0   -397 .0557]
     996 TRIMETHYLOLPROPANE              6C  14H   3O   0    0    0  -1330 .0000]
     997 TRINITRO'3'HYDROXYBUTANOL       4C   7H   3N   8O   0    0   -373 .0000]
     998 TRINITROBROMEMETHANE            1C   6O   3N   1BR  0    0    -14 .0000]
     999 TRINITROCHLOROMETHANE           1C   6O   3N   1CL  0    0    -30 .0000]
    1000 TRINITROETHYDNITROXYETHYLNITRA  4C   6H  11O   6N   0    0    -75 .0000]
+   1001      MINE                                                              ]
    1002 TRINITROETHYL NITRATE (TNEN)    2C   2H   4N   9O   0    0   -138 .0596]
